,id,title,description,topics
10,8551120.0,Organizing Memorabilia (Scrapbooking with Project Life),"<p>Preserving your best memories doesn’t need to keep you from making new ones! Join memory keeping maven Becky Higgins for a class on her famous <b>Project Life® scrapbooking system</b>.
 
 </p><p>Chronicling a good life doesn’t require endless weekend hours glued to your glue stick. Becky will show you how to efficiently create one-of-a-kind scrapbooks using a simple method that preserves your memories and reflects your personal style. In this class, Becky will teach you her back-to-basics approach to memory keeping. She’ll cover organizing your photos, designing a timeless scrapbook and everything in between. You will learn how to select and compile your photos so your scrapbooks tell the story you want future generations to remember.
 
 </p><p>Whether you want to commemorate a major life event, document a trip, or start an ongoing scrapbooking project, this class will show you how to turn your big moments - as well as your everyday, seemingly mundane but equally important moments - into beautiful memories.</p>",
11,8579120.0,Wedding Critique Part 1 (Photo Week Image Critique Hosted by Sue Bryce),"<p>Join Sue Bryce, Brooke Shaden, Lindsay Adler and other beloved Photo Week instructors for an Image Critique session. </p><p>Our judges will be critiquing images submitted by the CreativeLive community in four different categories: Wedding, Portrait, Commercial, and Landscape. </p><p>These world renowned photographers will be providing invaluable insight and feedback into what makes an unforgettable image.
 
 
 </p>",
12,14275953.0,Setting Up a Company Policy for Twitter,"<p>If have an employees posting to Twitter, whether on your company's account or personal accounts, you need guidelines to outline what can be posted and what can't. This video offers tips on what to include in your policy.</p>

<p>This video forms part of the course <em>Twitter</em></p>

<p> </p>

<p><strong>Target Audience</strong></p>

<p>Appropriate for All</p>",
13,15068606.0,Traversing a Binary Search Tree,"<p>This video forms part of the course  Beginning Java Data Structures and Algorithms </p><p> </p><p> Learning about data structures and algorithms gives you better insight on how to solve common programming problems. Most of the problems faced every day by programmers have been solved, tried, and tested. By knowing how these solutions work, you can ensure that you choose the right tool when you face these problems.  <br /><br />This course teaches you tools that you can use to build efficient applications. It starts with an introduction to algorithms and big O notation, later explains bubble, merge, quicksort, and other popular programming patterns. You'll also learn about data structures such as binary trees, hash tables, and graphs. The course progresses to advanced concepts, such as algorithm design paradigms and graph theory. By the end of the course, you will know how to correctly implement common algorithms and data structures within your applications. </p><p> </p><p><strong>Target Audience</strong></p><p>If you are a mobile developer looking to create some stunning UI's for your application development skills using Flutter, then this is the course you need! No previous experience with Flutter is assumed. Some mobile development experience on any platform will be beneficial. </p>",
14,36138554.0,Introduction - (R&CIM),<p>An introduction to receiving and checking incoming material.</p><p></p><p>This video forms part of the course 'Lean Manufacturing Operative'. Search the course title for more videos in the series.</p>,
15,8567648.0,Discovering Your Unique Differences (Creating an Authentic Design Career & Life),"<p>There’s no one like you on this planet, so why have a career like anyone else? Traditional career paths, such as climbing corporate ladders and allowing higher-ups to determine our success, is a path that doesn’t work for everyone. </p>
 <p>What if there was a new path that was paved just for you? Let’s ditch the separation of work/life and embrace a new life where you get paid to be yourself! Champion your authentic self to grow your life and your career as a creative!</p>
 <p>In this fun, interactive class Meg will cut deep into your squishy core and find what makes you, you! </p>
 <p>In this class you’ll
 </p><ul><li>Identify the qualities that make you unique and translate them to a career only you can have</li>
 <li>Define a life’s purpose that will drive your career and personal decisions</li>
 <li>Create social media and relationship guidelines that help fulfill your purpose and advance your career</li></ul><p></p>
 <p>Grab your metaphorical lantern and head into the depths of your true self as we create an actionable plan for your future life and career.</p>",
16,13087740.0,Business Strategy for Managers: Strategic Management Approaches,"<p>This is an overview of the entire subject, spanning 5 lectures/modules. Each module will relate to varying components of the whole subject overview.</p><p> </p><p>This unit focuses on strategy and the study of strategic management theory in managing a company for the achievement of long term company objectives, competitive advantage and business profitability. This unit is designed to introduce you to the processes of strategic analysis, strategy development, implementation and evaluation and to introduce you to the foundations of strategic thinking and game theory. This course will develop your understanding of the importance of<br />developing sustainable competitive advantage in an increasingly dynamic, global and interconnected world. This unit aims<br />to develop your mastery of strategic thinking through understanding how to manage organisations for long-term success by creating the value proposition, building competitive advantage and delivering outstanding results for all stakeholders.</p><p><br />This unit is essential for future business executives and business leaders, as it helps to realise the crucial importance of<br />setting a vision, mission and goals of the organisation, aligning these with strategic objectives and tactics necessary<br />strategies to attain benefit of all stakeholders. </p>",
17,8561624.0,Class Introduction (Shooting in Natural Light),"<p>For some photographers, capturing images with natural light is an anxiety producing process. Unlike studio lighting, nature doesn’t always cooperate, and you never know when you’ll be met with too many clouds, too much sun, or something in between. Renowned street photographer Dave Krugman will teach you how to deal with a variety of natural lighting situations so you can get optimal results no matter the weather.</p><p>In this class, you’ll learn how to:</p><ul><li>Get the most out of whatever light you have.</li>
 <li>Enhance available light with various techniques.</li>
 <li>Deal with reflections, shadows, and hard and soft light.</li></ul><p></p><p>
 
 
 
 </p><p>If you’re more comfortable with artificial studio lighting, then this course is a great way to gain the confidence you need to create beautiful, impactful images with natural light. </p>",
18,9820092.0,Receiving Payments,"<p>This video forms part of the course <i>QuickBooks 2019</i></p><p>Whether you’re an accountant, bookkeeper, small business owner or just getting started with financial management, this course will give you the confidence you need to get the most of this popular and accounting software.</p>",
19,8551894.0,Standing Out with Patricia Zapata (Fast Start Your Paper Goods Business),"<p>Handmade cards, prints, and gifts make excellent gifts, but not everyone has the patience or skills to create them - that's where you come in. Learn how you can turn your design skills into a thriving paper goods business in <i>Fast Start Your Paper Goods Business with Kari Chapin</i>.
 
 </p><p>This course will encourage you to take a wider view of your paper goods business, beyond just printing cards and shipping them. You'll take a behind-the-scenes look at a thriving stationery business as you learn about selling a range of products, both online and in stores. </p><p>No matter what kind of paper goods you make, this course will inspire you to build a thriving business.</p>",
20,10497569.0,Source Maps - JavaScript Debugging,<p><strong>Course Overview</strong></p><p>Any IT professional or casual developer anticipating a solid understanding of how debugging is performed in open-sourced and private JavaScript application development projects needs to go through this course and absorb all of its content. Anyone desiring to learn how debugging is applied in web application projects needs the knowldege demonstrations and practice presented in this course. This not only includes web mobile and service application developers but also architects UI designers testers and administrators. This course provides a solid basic understanding of how to effectively debug standard JavaScript code and teaches the student to work with a leading set of debugging tools and utilities. </p><p> </p><p>This video forms part of the JavaScript Debugging Crash Course.</p>,
21,8574657.0,ABG: Always Be Giving (The Art of Networking),"<span style=""color:rgb(0,0,0);"">Do you go to networking events and not have the confidence to approach people?</span><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">You arrive at an event and your heart is beating quickly and your palms get sweaty. Soon enough all of your charisma and charms go out the window. You try to lock eyes with someone so that you can find a someone to lean on in what can feel like a sea of strangers. But everyone looks happily engaged in conversation.</span></div><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">This is what many people feel when they enter a networking event. These are completely natural reactions, even for the biggest extroverts. The great news is that people go to these events to meet strangers, so you’re in the same position as everyone else.</span></div><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">Jordan, AJ, and Johnny, hosts of one of the Top 50 iTunes Podcast, The Art of Charm, will teach you how to no longer feel like you lost an opportunity.</span></div><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">They will teach you how to no longer be a wallflower and start making the most of the events that you attend.</span></div><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">At the end of this class: </span></div><ul><li><span style=""color:rgb(0,0,0);"">You will be able to walk up to anyone at a networking event and make a connection.</span></li><li><span style=""color:rgb(0,0,0);"">You’ll have new found confidence in yourself. You’ll be able to connect in business and real relationships with anyone.</span></li><li><span style=""color:rgb(0,0,0);"">Be able to authentically sell yourself. No matter what your product is, you will be able to do it.</span></li></ul><div><span style=""color:rgb(0,0,0);""><br /></span></div><div><span style=""color:rgb(0,0,0);"">Set yourself apart from the rest and learn how to maximize your networking potential.</span></div>",
22,14602276.0,Conflict Resolution,<p>This course will help you develop a range of conflict management skills that you can utilise to resolve disagreements and conflicts in the workplace. It’s not possible for everyone to agree all the time. It’s important to learn how to manage disagreements so that they do not harm relationships.</p><br /><p><strong>Target Audience</strong></p><p>Individuals wanting to improve their personal development skillset.</p><br /><p><strong>Business Outcomes</strong></p><p>Resolving conflict with these tips and tricks.</p>,
23,17664790.0,Identify principles and practices for responsible AI,It's imperative to reflect on the implications of AI in business. Discover Microsoft guidelines to set up principles and a governance model in your enterprise.,
24,5279671.0,"Node.JS, Part 1 of 2: Overview and Fundamentals","<p><strong>Course description</strong></p>

<p>In this course you’ll see an overview of Node.js. We'll cover getting Node.js downloaded and installed, plus look at adding some extra add-ons that make node.js pop that much more. We’ll then move on to the advantages of IIS with Node.js and then look at the Anatomy of ExpressJS. Then we’ll cover the fundamentals of Node.js, using Callbacks and Asynch Programming. This course is done from the perspective of a Microsoft technologies developer getting into node.js and all it has to offer.</p>

<p>Each LearnNowOnline training course is made up of Modules (typically an hour in length). Within each module there are Topics (typically 15-30 minutes each) and Subtopics (typically 2-5 minutes each). There is a Post Exam for each Module that must be passed with a score of 70% or higher to successfully and fully complete the course.</p>

<p><br />
<strong>Prerequisites</strong></p>

<p>This course assumes that users have an understanding of developing applications using C#, C++, Java, and JavaScript in a Visual Studio development environment.</p>

<p><br />
<strong>Meet the expert</strong></p>

<h5>James Curtis</h5>

<p>James Curtis is a .NET Developer that primarily works in the UX space. He has worked on and for several large projects alongside Microsoft Consulting. James has spoken at several code camps about UX development for ASP.NET and SharePoint. He is an active participant in the development community tweeting and blogging about several topics in the UX area. James is an active consultant and is also assisting in several Start-ups contributing his UX experience.</p>

<p> </p>

<p><strong>Video Runtime</strong></p>

<p>111 Minutes</p>

<p><strong>Time to complete</strong></p>

<p>338 Minutes</p>

<p> </p>

<p><strong>Course Outline</strong></p>

<h5>Introduction</h5>

<p><strong>Introduction (12:50)</strong></p>

<ul>
	<li>Introduction (00:21)</li>
	<li>Concurrency and High Demand (03:43)</li>
	<li>Asynchronous Calling (04:31)</li>
	<li>node.js Server Environment (03:56)</li>
	<li>Summary (00:18)</li>
</ul>

<p><strong>Testing Installation (12:20)</strong></p>

<ul>
	<li>Introduction (00:18)</li>
	<li>node.js Installation (00:38)</li>
	<li>Demo: Installing node.js (02:16)</li>
	<li>Testing node.js Installation (00:49)</li>
	<li>Demo: Testing Installation (03:09)</li>
	<li>Demo: Last results (00:43)</li>
	<li>Demo: Arrays (02:12)</li>
	<li>Demo: Function (01:56)</li>
	<li>Summary (00:16)</li>
</ul>

<p><strong>Express JS (13:40)</strong></p>

<ul>
	<li>Introduction (00:24)</li>
	<li>Express.js for node.js (01:05)</li>
	<li>Demo: Install Express.js (01:40)</li>
	<li>node.js Tools for VS 2013 (01:14)</li>
	<li>Demo: node.js Toos for VS 2013 (01:39)</li>
	<li>Demo: VS 2013 (01:21)</li>
	<li>Demo: Express App (03:51)</li>
	<li>Demo: Test App (02:00)</li>
	<li>Summary (00:22)</li>
</ul>

<h5>Programming</h5>

<p><strong>IIS Node Advantages (13:44)</strong></p>

<ul>
	<li>Introduction (00:26)</li>
	<li>node.js, IIS and IIS Node (01:24)</li>
	<li>IIS Node Advantages (02:12)</li>
	<li>IIS Node Installation (01:20)</li>
	<li>Demo: IIS Node Installation (02:56)</li>
	<li>Demo: Install Samples (02:25)</li>
	<li>Demo: Node Sample Folder (02:35)</li>
	<li>Summary (00:22)</li>
</ul>

<p><strong>Anatomy Of Express JS (13:09)</strong></p>

<ul>
	<li>Introduction (00:26)</li>
	<li>JavaScript, but Different (03:06)</li>
	<li>Demo: Anatomy of Express JS (04:51)</li>
	<li>Anatomy of a node.js Page (02:58)</li>
	<li>Anatomy of an Express.js Page (01:23)</li>
	<li>Summary (00:23)</li>
</ul>

<h5>Fundamentals</h5>

<p><strong>Node Fundamentals (16:31)</strong></p>

<ul>
	<li>Introduction (00:17)</li>
	<li>Fundamentals of node.js (04:23)</li>
	<li>Demo: Build Node App (04:59)</li>
	<li>Demo: Run App (02:14)</li>
	<li>Demo: Pretty JSON (04:24)</li>
	<li>Summary (00:13)</li>
</ul>

<p><strong>Callbacks (12:07)</strong></p>

<ul>
	<li>Introduction (00:18)</li>
	<li>Demo: Using a Callback (04:54)</li>
	<li>Modules: HTTP Server (01:15)</li>
	<li>Demo: HTTP Server Module (05:16)</li>
	<li>Summary (00:21)</li>
</ul>

<p><strong>Asynch Programming (17:06)</strong></p>

<ul>
	<li>Introduction (00:19)</li>
	<li>Asynchronous Programming (01:22)</li>
	<li>Demo: Asynchronous Programming (03:17)</li>
	<li>Demo: Modify Application (05:44)</li>
	<li>Async Programming Gotchas (06:05)</li>
	<li>Summary (00:17)</li>
</ul>",
25,36558588.0,Email Security (Dutch Translation) (CPD Cerified),"<p>Hackers and cybercriminals are always trying to find a way into your systems for their own personal gain. An obvious way in for them is through the front door: your emails. Malware sent as links or attachments could wreak havoc, as could phishing attacks which try to con you out of your hard-earned cash. You need to be savvy when it comes to protecting your emails. A securely set up email system is your shield from these bad guys. Using passwords, encryption and common sense, you put a metaphorical bouncer on the door and beef them up to repel attackers.</p><p><strong>What does this course cover?</strong></p><ul><li>Understand how to protect your data</li><li>Identify different threats to email security</li><li>Demonstrate different ways to keep email secure</li></ul><p><strong>Why should I take this course?</strong></p><p>Since you’re obliged to give an email address for pretty much anything these days, everyone has one. Which is convenient, not only for us but also criminals: it gives them an easy way in. This course is designed to help you protect your data as well as your money.</p>",
26,8553996.0,Making your First Million: Perfect Job (Real World Lighting: Advanced Techniques),"Impress your clients with gorgeously lit photos using lighting methods taught by Scott Robert Lim in this class.<br /><p>

In this fast-moving class, Scott will teach you how to create dramatic new lighting looks, on a budget and on-location.</p><br /><p>

You’ll learn about the physics behind light and exposure so you know exactly what it takes to get the lighting you are looking for. Scott will get you up-to-speed on the gear you need to get fantastic shots and he’ll show you high-end lighting effects you can create on a limited budget. You'll also get some solid marketing &amp; business tips for attracting the clients you want. </p><br /><p>

You’ll develop a deeper understanding of light and how to use gear and composition to maximum effect. Scott will also cover the business skills you need to thrive and create lasting success in a competitive industry.</p><br /><p>

Scott builds on his popular <strong>Crazy, Stupid Light</strong> class with this advanced lighting training – <strong>Real World Lighting: Advanced Techniques</strong> is guaranteed to inspire and take your location lighting skills to a whole new level.</p>",
27,11905551.0,Quiet Please! Genius Working Here,"<p><strong>Course Overview</strong></p><p>Personal Productivity. It is what defines the quality of your professional and personal life. Imagine your personal productivity skyrocketing so that you can meet more and more of your professional objectives and your personal aspirations. Your personal productivity is not a static measurement-it can be improved, dramatically and quickly! You can get more out of each day. Your personal productivity can be supercharged so that you can get more done in less time AND have even more time for quality recreation, vacation and entertainment.</p><p>Do you ever feel like your foot is only half way pushed on the gas pedal of life? Do you feel that between checking news, email, social media, texts and going to and from work or school your life is just going through the motions but not really going anywhere? You are not alone. Sloppy and haphazard daily habits can destroy anybody's personal productivity, including yours. Smart and focused daily habits can make anyone dramatically boost their own personal productivity, including yours.</p><p>Instructor TJ Walker is one of the most prolific and productive authors, online course creators and trainers in the world. In this course you will learn his secrets for personal productivity plus a simplified distillation of all the personal productivity best practices. You don't have to be stuck on a personal productivity treadmill in life that always revolves at the same speed. Don't waste another day or even another minute of your day or personal productivity. Sign up right now for this course!</p><p>This video forms part of <em>The Complete Personal Productivity Course.</em></p>",
28,36724262.0,Non-Fungible Tokens (NFTs),"<p>This course is designed to help understand more about Non-Fungible Tokens (NFTS), the current players and the ways that these new assets are being deployed.</p><p>This course will look at how these digital representations of art, images, videos, tickets, and online gaming items are creeping slowly into many different industries.</p><p>We will look at some of the obstacles that NFTs face technically and why the user experience when first engaging with NFTs arguably needs to be made simpler if we are to see greater adoption.</p><p>We will then consider what is the future of NFTs their role in the digital virtual world of metaverses and how we could see the rise of digital twins, certificates created as NFTs unique to an appliance, a vehicle or even a property.</p><p> </p><p><strong>Who Is The Course For?</strong><br /></p><ul><li>Anyone looking for more clarity about NFTs and how they are being used by:</li></ul><ol><li><strong>Investors</strong> - as an alternative asset class such as equities, bonds and real estate</li><li><strong>Collectors</strong> - as the very nature of NFTs is that each one is unique or at least limited </li><li><strong>Owners of Intellectual property</strong> – as we offer insight as to how IP owners are using NFTs to in effect resell digital versions of existing IP they own and possibly, more importantly, generate ongoing income from their NFTs each time the NFT is then resold in secondary trading. Compared to the current situation with physical IPs such as a picture where the artist receives an initial payment but no further income on any subsequent sale as their picture rises in value in the future</li><li><strong>Game developers</strong> – to incentives players to be more interactive in developing games as well as reward gamers (not gamblers) to play and in effect be rewarded for their time and participation. One of the real success stories in this field was Axie infinity whose market cap of its tokens in 2021 reached almost $10 billion. According to research from the Stratis platform, 47% of game developers are incorporating NFTs into their new online games</li></ol>",
29,36508556.0,Introduction to Ethical Leadership,<p>This short course has been designed to introduce you to the Ethical Leadership.</p>,
30,12421796.0,GCP Cloud SQL Overview - Google Cloud Platform Data Storage Overview,<p><strong>Course Description </strong><br /></p><p>During this course we will cover storage requirements around Google Cloud Platform which has your enterprise covered. GCP offers object storage for different needs and price points as well as managed MySQL and globally scalable NoSQL databases. Our archival storage provides industry-leading pricing with the performance of disc. <br /></p><p>Different applications and workloads require different storage and database solutions. GCP offers a full suite of industry-leading storage services that are price performant and meet your needs for structured unstructured transactional and relational data. This course will help you identify the solutions that fit your scenarios whether they are mobile applications hosting commercial software data pipelines or storing backups. <br /></p><p> </p><p>This video forms part of the course: <em>Google Cloud Platform Data Storage Overview </em></p>,
31,11582477.0,What is a matrix - Linear Algebra for Data Science in Python,"<p><strong>Course Overview</strong></p><p>Mathematics is a broad subject, but there are specific subfields that are heavily employed in data science like linear algebra. In order to thrive in data science, you must have all the numerical tools so you can eventually understand the most complicated of machine learning algorithms.</p><p><br /></p><p>This video is part of the '<em>Linear Algebra for Data Science in Python'</em>course</p><p><br /></p>",
32,8563869.0,Editing to The Music (Filming Families: The Modern Family Video),"<p>Portrait photographers capture moments in time for families, parents, and children. But in order to tell the whole story, you need to switch your camera to video mode, and become the storyteller behind the camera. Join Courtney Holmes, family photographer, filmmaker, and founder of FilmingLife Academy as she empowers you to add video to your photography business.</p>
 <p class=""bg-gray7 pad-m"">In this class, Courtney takes you on location to a home in Seattle to see how she organizes a family shoot from start to finish. You will learn in a unique way how Courtney works to capture authentic family moments on video and how to stay flexible in a new home environment that you’ve never filmed in before. </p>
 <p>Courtney will teach you:
 </p><ul><li>How to change your mindset from photographer to videographer</li>
 <li>How to add videography to your brand</li>
 <li>Pricing and marketing tips </li>
 <li>What to ask in order to capture the best story for your clients</li>
 <li>The technical skills you’ll need for video</li>
 <li>Post-processing using Adobe® Premiere Pro®</li>
 <li>How to choose music, import, organize, create, and polish the final product</li></ul><p></p><p>
 </p><p>Courtney has learned how to make filmmaking into a viable business, and is going to give you the tools to move forward and tell the stories that families will treasure for a lifetime.</p>",
33,13001330.0,An Introduction to Manual Handling,"<p>Manual handling covers activities including lifting, pushing, throwing and holding and most jobs involve one or more of these activities. </p><p>This resource aims to raise awareness and understanding of the importance of using correct manual handling techniques and of the potential impacts on you, your business and work colleagues if good manual handling practices are not followed. The management of risk arising from manual tasks is of critical importance to business, workers and the community as a whole.</p>",
34,15593600.0,Documentation - Certified Information Security Manager (CISM),"<p>The Certified Information Security Manager (CISM) course helps the candidates to achieve the CISM certification. The certification is offered by the Information Systems Audit and Control Association (ISACA) to validate the expertise and knowledge of the candidates regarding the relationship between an information security program and the broader business targets. The certification also validates that the candidate has the hands-on knowledge of developing, managing and implementing an information security program for an organization.<br /><br />This video is part of the <em>Certified Information Security Manager (CISM)</em> course.</p><p> </p><p><strong>Target Audience</strong></p><p>The ideal candidates for the course must be:</p><ul><li>Experienced information security managers and officers</li><li>IT consultants and managers</li><li>IT auditors</li><li>IT security policy makers</li><li>Privacy officers</li><li>Network administrators</li><li>Network security engineers</li><li>Candidates seeking CISM certification</li></ul><p> </p><p><strong>Requirements</strong></p><p>As the case with the CISM certification exam, the candidates are required to have a minimum of five years of experience in information security management.<br /><br />Experience in the fields of information security governance, risk management, compliance, and incident management is also preferable.</p>",
35,8576070.0,More Clever Tricks with Capture One Pro 10 (Get The Most Out of Your Photos with Capture One Pro 10),"<div><span>Imagine if you could capture, tether, adjust color gradient, and manage files in one program? Enter Capture One and, David Grover, a Capture One educator and expert. In this class, you'll learn how to maximize every shot. </span></div><div><span><br /></span></div><div><span>Here's what you'll learn: </span></div><div><ul><li>The interface and tools, so you can customize a workflow suited to your needs </li><li>Techniques to grow a searchable and automated image catalog </li><li>Ways to simplify your workflow so you can tether and adjust your RAW files WHILE you shoot </li><li>Tips on using the color management tools to get that cinematic crisp look</li></ul><span>With Capture One, manage your photos and edit all in one program for a simple streamlined process. </span><br /></div><div><p><br /></p><p><b>Software Used: Capture One Pro 10, <span>Adobe Lightroom CC 2015</span></b></p></div>",
